Id,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,timeBased,perside
2377,Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2378,Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,True,False
2379,Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2380,King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2381,King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2382,Muscle Beach Skip,The Muscle Beach Skip is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2383,Muscle Beach Broad Jump,The Muscle Beach Broad Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2384,Muscle Beach Sprint,The Muscle Beach Sprint is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2385,Muscle Beach Front Kick,The Muscle Beach Front Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2386,Muscle Beach Side Kick,The Muscle Beach Side Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2387,Muscle Beach Spin Kick,The Muscle Beach Spin Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2388,Muscle Beach Freestyle Kick,The Muscle Beach Freestyle Kick is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2389,MetaBurn Alternating Curtsy Lunge To Squat,The MetaBurn Alternating Curtsy Lunge To Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2390,MetaBurn Alternating Curtsy Lunge With High Knee,The MetaBurn Alternating Curtsy Lunge With High Knee is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2391,MetaBurn Alternating Diagonal Sprawl,The MetaBurn Alternating Diagonal Sprawl is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2392,MetaBurn Alternating Lateral Sprawl,The MetaBurn Alternating Lateral Sprawl is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2393,MetaBurn Curtsy Lunge,The MetaBurn Curtsy Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2394,MetaBurn Frogger,The MetaBurn Frogger is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2395,MetaBurn High Knee Rotation,The MetaBurn High Knee Rotation is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2396,MetaBurn Side-To-Side Lunge,The MetaBurn Side-To-Side Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2397,MetaBurn Star Jump,The MetaBurn Star Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2398,MetaBurn Tuck Jump With Knee Slap,The MetaBurn Tuck Jump With Knee Slap is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2399,MetaBurn Lateral Bounding Hop,The MetaBurn Lateral Bounding Hop is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2400,MetaBurn Double Lunge,The MetaBurn Double Lunge is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2401,Robertson Sprinter Step-Up,The Robertson Sprinter Step-Up is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2402,FYR2 Front Kick-Through,The FYR2 Front Kick-Through is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2403,Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,True
2404,FYR2 Plyo Split Squat,The FYR2 Plyo Split Squat is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2405,FYR2 Reverse Burpee,The FYR2 Reverse Burpee is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2406,FYR2 Reverse Burpee to Regular Burpee,The FYR2 Reverse Burpee to Regular Burpee is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2407,FYR2 Reverse Burpee Tuck Jump,The FYR2 Reverse Burpee Tuck Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2408,FYR2 Sprawlee,The FYR2 Sprawlee is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2409,FYR2 Squat Hold,The FYR2 Squat Hold is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,True,False
2410,FYR2 Squat Jump,The FYR2 Squat Jump is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2411,FYR2 Squat Pulse,The FYR2 Squat Pulse is a strength exercise targeting the quadriceps. It typically requires body only and is suitable for intermediate fitness levels.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2412,Sprinter burpee,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
2413,Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Strength,Quadriceps,Body Only,Intermediate,0.0,No description,False,False
